model,k,group,n,median_km,p90_km,within_150km,logscore,entropy_bits,area50_km2,cover50,cover50_lo,cover50_hi,area80_km2,cover80,cover80_lo,cover80_hi,area95_km2,cover95,cover95_lo,cover95_hi
bayes(rho=0)+mix,14,mover,863,1451.37451171875,3544.404541015625,0.047508690614136734,-10.310401142109763,12.955307340835258,204663.53125,0.20278099652375434,0.17729947894385698,0.2308968974183296,964442.8125,0.5063731170336037,0.4730619794902539,0.5396277668255666,2785280.25,0.8424101969872537,0.816589707185479,0.8651957539645164
bayes(rho=0)+mix,14,mover_0_500km,113,368.4902648925781,1318.372729492187,0.21238938053097345,-8.692849293952086,12.748113948910994,163668.53125,0.4336283185840708,,,891706.5625,0.7610619469026548,,,2580845.5,1.0,,
bayes(rho=0)+mix,14,mover_500_1500km,319,995.28662109375,1730.4398681640623,0.01567398119122257,-10.405519568883742,13.052035728924078,230100.421875,0.18495297805642633,,,1007945.25,0.4827586206896552,,,2780739.0,0.8557993730407524,,
bayes(rho=0)+mix,14,mover_1500km_plus,431,2440.50830078125,3810.085693359375,0.027842227378190254,-10.66409158457129,12.937822277026857,200761.875,0.1554524361948956,,,956740.875,0.45707656612529,,,2819194.5,0.7911832946635731,,
bayes(rho=0.177),14,all,6000,813.26513671875,3379.033666992188,0.1835,-8.822752560300765,13.75512650885592,418393.90625,0.6613333333333333,,,1628188.1875,0.9001666666666667,,,3633169.625,0.9736666666666667,,
bayes(rho=0.177),14,stayer,5137,682.8833618164062,3103.340234375,0.20245279345921743,-8.662421150393994,13.754719369320988,418199.46875,0.7017714619427682,0.6891139770890512,0.7141273910169025,1626767.5,0.925442865485692,0.9179373490549769,0.9323125399904275,3636738.5,0.9828693790149893,0.97894313907781,0.986073950730987
bayes(rho=0.177),14,mover,863,1439.14697265625,3807.358642578126,0.07068366164542295,-9.777123884392392,13.759614728292464,419881.40625,0.4206257242178447,0.38811211360612446,0.45384286409683766,1630354.375,0.7497103128621089,0.7197451519166163,0.777462181003262,3614142.5,0.9188876013904983,0.8987622065366463,0.935300210403196
bayes(rho=0.177),14,mover_0_500km,113,502.6466064453125,3124.6392089843735,0.20353982300884957,-8.782504985670077,13.677409423245566,394466.28125,0.6017699115044248,,,1574523.25,0.9026548672566371,,,3509904.25,1.0,,
bayes(rho=0.177),14,mover_500_1500km,319,1094.8502197265625,2192.7789062499996,0.05329153605015674,-9.826785817824478,13.805048261634598,444599.5625,0.3949843260188088,,,1659787.5,0.7586206896551724,,,3610169.25,0.9498432601880877,,
bayes(rho=0.177),14,mover_1500km_plus,431,2205.64990234375,3900.509521484375,0.048723897911832945,-10.001137292259642,13.745840232950417,411507.125,0.39211136890951276,,,1630354.375,0.703016241299304,,,3642151.5,0.8747099767981439,,
net,20,all,6000,196.90673065185547,1965.5015991210962,0.433,-7.892991372152976,12.064910143505926,91595.5703125,0.6293333333333333,,,465904.125,0.8448333333333333,,,2074439.75,0.9628333333333333,,
net,20,stayer,5137,149.6355438232422,1320.4766601562503,0.5006813315164493,-7.379380632108564,12.073207137019727,92118.1328125,0.7226007397313607,0.710194410784172,0.734674382683419,471559.96875,0.9447148140938291,0.938126339774875,0.950638643764007,2077175.875,0.993381350983064,0.9907656371861224,0.9952596859827532
net,20,mover,863,1516.7330322265625,3463.4514160156255,0.030127462340672075,-10.950254838674585,12.018056021397603,89676.7890625,0.07415990730011587,0.058501615162364656,0.09359260828053426,436843.53125,0.25028968713789107,0.222537818996738,0.2802548480833837,2064352.5,0.7809965237543454,0.7521911724521682,0.8073112787453749
net,20,mover_0_500km,113,359.7454528808594,787.2927124023437,0.19469026548672566,-8.750983253494224,11.82222935705327,73313.4296875,0.336283185840708,,,353934.65625,0.6460176991150443,,,1965545.75,0.9911504424778761,,
net,20,mover_500_1500km,319,1023.093505859375,1666.9398193359375,0.009404388714733543,-11.138467020990953,12.108616949157534,98233.4140625,0.050156739811912224,,,461959.46875,0.19122257053291536,,,2030596.5,0.768025078369906,,
net,20,mover_1500km_plus,431,2503.864013671875,3781.9423828125,0.002320185614849188,-11.387558789872864,12.004365813478504,88258.953125,0.02320185614849188,,,442978.46875,0.1902552204176334,,,2102708.25,0.7354988399071926,,
net+mix,20,all,6000,197.3818588256836,1965.5015991210962,0.432,-7.924710699575165,12.577731147607981,129188.28125,0.6863333333333334,,,774158.625,0.8973333333333333,,,2689667.625,0.9766666666666667,,
net+mix,20,stayer,5137,150.54986572265625,1316.3461425781263,0.4993186684835507,-7.4976440811888665,12.580768260058717,129771.9609375,0.7835312439166829,0.7720592854379065,0.7945794532464368,780937.875,0.9639867627019661,0.9585348772013625,0.968745200830997,2690668.0,0.993381350983064,0.9907656371861224,0.9952596859827532
net+mix,20,mover,863,1510.1910400390625,3463.4514160156255,0.031286210892236384,-10.466821034048413,12.547107385444852,125040.375,0.10776361529548088,0.08878633986627815,0.13021745506003826,745440.5,0.5005793742757821,0.46729124320831866,0.5338623700931195,2679125.0,0.8771726535341831,0.8535860412987893,0.8974162179375001
net+mix,20,mover_0_500km,113,359.7454528808594,804.2026000976562,0.19469026548672566,-8.703794437559841,12.353274985761976,103587.6171875,0.3893805309734513,,,683209.5,0.8230088495575221,,,2608277.25,0.9911504424778761,,
net+mix,20,mover_500_1500km,319,1023.093505859375,1666.9398193359375,0.009404388714733543,-10.630539100644715,12.620487918118105,138831.578125,0.07836990595611286,,,783135.6875,0.438871473354232,,,2615833.75,0.8840125391849529,,
net+mix,20,mover_1500km_plus,431,2503.864013671875,3781.9423828125,0.004640371229698376,-10.807878904486902,12.511532554929158,123275.921875,0.05568445475638051,,,753657.1875,0.4617169373549884,,,2739814.0,0.8422273781902552,,
bayes(rho=0),20,all,6000,251.4208984375,2162.6359130859373,0.3935,-7.883783351005705,11.98880500225242,101028.10546875,0.6031666666666666,,,472198.203125,0.8298333333333333,,,1477067.0,0.9175,,
bayes(rho=0),20,stayer,5137,183.85308837890625,1560.051953125,0.45318279151255597,-7.210952804435973,11.994579542495426,101836.90625,0.6844461748102005,0.6716034540637478,0.6970132331339282,473808.28125,0.9244695347479074,0.9169219024668476,0.9313827797859571,1478299.375,0.9890986957368114,0.9858712139021837,0.9915951993792527
bayes(rho=0),20,mover,863,1472.0360107421875,3468.692138671875,0.038238702201622246,-11.888801332151381,11.96496667423133,98117.453125,0.11935110081112399,0.09938975050267422,0.14268631045240687,464505.46875,0.2665121668597914,0.23809528626194776,0.2969985532584444,1469273.625,0.49130938586326767,0.45806732054957483,0.5246284799288516
bayes(rho=0),20,mover_0_500km,113,341.4516906738281,1137.0964843749998,0.22123893805309736,-8.802371724506585,11.872813257924854,82854.15625,0.30973451327433627,,,453401.03125,0.6106194690265486,,,1492641.375,0.8761061946902655,,
bayes(rho=0),20,mover_500_1500km,319,990.8988037109375,1582.4016357421874,0.009404388714733543,-11.952317800547855,11.91637468155584,100747.015625,0.11285266457680251,,,449399.625,0.23824451410658307,,,1412956.75,0.4608150470219436,,
bayes(rho=0),20,mover_1500km_plus,431,2465.631103515625,3819.469970703125,0.01160092807424594,-12.65099342552815,12.010478560694725,98611.1015625,0.07424593967517401,,,486141.6875,0.19721577726218098,,,1514282.125,0.41299303944315546,,
bayes(rho=0)@cluster,20,all,6000,247.49034881591797,2121.2383056640665,0.3973333333333333,-7.948569529788697,12.041494701431088,104877.8046875,0.5928333333333333,,,487096.921875,0.8301666666666667,,,1517822.5625,0.9186666666666666,,
bayes(rho=0)@cluster,20,stayer,5137,179.647705078125,1497.535498046876,0.45863344364415026,-7.294026708314141,12.045576578960308,105093.671875,0.6715982090714425,0.6586313646330628,0.684308592902295,489918.96875,0.9234962040101227,0.9159068055166203,0.9304526699435846,1521695.125,0.9890986957368114,0.9858712139021837,0.9915951993792527
bayes(rho=0)@cluster,20,mover,863,1469.1239013671875,3468.216015625,0.03244495944380069,-11.844729986236892,12.02260779788265,100573.7890625,0.12398609501738123,0.10364971666642209,0.14765525070016483,481246.40625,0.2746234067207416,0.2458930974932477,0.3053513282472798,1503106.25,0.49942062572421786,0.46613762990688046,0.5327087567916814
bayes(rho=0)@cluster,20,mover_0_500km,113,343.9027404785156,1087.6847900390621,0.20353982300884957,-8.744691358241225,11.893548983112929,83127.7890625,0.336283185840708,,,463038.96875,0.6460176991150443,,,1512430.375,0.8938053097345132,,
bayes(rho=0)@cluster,20,mover_500_1500km,319,991.0738525390625,1590.8067138671872,0.009404388714733543,-11.916984771279358,12.003553091714055,108698.5546875,0.11285266457680251,,,466002.0,0.2445141065830721,,,1446193.875,0.4702194357366771,,
bayes(rho=0)@cluster,20,mover_1500km_plus,431,2462.4814453125,3788.106201171875,0.004640371229698376,-12.604022535041915,12.04552523960693,100207.8046875,0.0765661252900232,,,498175.03125,0.19953596287703015,,,1571672.375,0.4176334106728538,,
bayes(rho=0)+mix,20,all,6000,256.83726501464844,2162.9649658203134,0.3908333333333333,-7.797489651801828,12.539359218836598,141486.0546875,0.6568333333333334,,,732801.46875,0.8823333333333333,,,2400531.125,0.9676666666666667,,
bayes(rho=0)+mix,20,stayer,5137,187.39720153808594,1564.3770751953134,0.44967880085653106,-7.343336394078334,12.544030289896423,141692.265625,0.7420673544870547,0.7299255759155439,0.7538473534040446,734571.1875,0.961456102783726,0.9558376127139715,0.9663849276576285,2401435.0,0.9941600155732918,0.9916753426367578,0.9959061459661976
bayes(rho=0)+mix,20,mover,863,1472.0360107421875,3468.692138671875,0.04055619930475087,-10.500832971530203,12.518258972049136,136244.46875,0.14947856315179606,0.1272446121651499,0.17481934046471928,718493.1875,0.41135573580533025,0.37898792093398337,0.444509243945967,2390150.75,0.8099652375434531,0.7824376990392707,0.8347454172301838
bayes(rho=0)+mix,20,mover_0_500km,113,343.590576171875,1163.15087890625,0.22123893805309736,-8.647532195086168,12.383670650302964,116793.7265625,0.37168141592920356,,,703605.9375,0.7522123893805309,,,2331256.0,0.9734513274336283,,
bayes(rho=0)+mix,20,mover_500_1500km,319,986.775634765625,1582.4016357421874,0.01567398119122257,-10.620737051122376,12.508339424214567,138348.6875,0.14106583072100312,,,703575.5625,0.3510971786833856,,,2305550.75,0.8275862068965517,,
bayes(rho=0)+mix,20,mover_1500km_plus,431,2462.4814453125,3800.502197265625,0.01160092807424594,-10.897987464217609,12.5409675779771,141597.53125,0.09744779582366589,,,735249.875,0.3665893271461717,,,2466109.25,0.7540603248259861,,
bayes(rho=0.177),20,all,6000,856.7227478027344,3483.2281250000005,0.181,-8.784489366535334,13.739389866660021,412882.296875,0.6693333333333333,,,1608442.5,0.9065,,,3618405.75,0.9761666666666666,,
bayes(rho=0.177),20,stayer,5137,750.2574462890625,3405.264013671877,0.19817013821296475,-8.619581560909143,13.738688044137424,412563.75,0.7111154370255013,0.6985666759048984,0.7233486774100141,1607781.5,0.9326455129452988,0.9254631668905042,0.9391812524201395,3621525.0,0.9852053727856726,0.981522628708981,0.9881629574020557
bayes(rho=0.177),20,mover,863,1393.01025390625,3723.4062500000014,0.07879490150637311,-9.766101646375127,13.742874439293143,416687.21875,0.4206257242178447,0.38811211360612446,0.45384286409683766,1615329.25,0.7508690614136733,0.7209431399419196,0.7785714195808352,3605848.5,0.9223638470451911,0.9025796572047942,0.9384044395436775
bayes(rho=0.177),20,mover_0_500km,113,550.934814453125,2534.4421874999994,0.21238938053097345,-8.747116003086704,13.691634359055039,405400.5625,0.6194690265486725,,,1584867.875,0.9292035398230089,,,3552260.5,1.0,,
bayes(rho=0.177),20,mover_500_1500km,319,1058.890625,2171.4179199218747,0.05642633228840126,-9.8084777488428,13.770536223856816,432109.1875,0.3981191222570533,,,1628991.625,0.7554858934169278,,,3568922.75,0.9529780564263323,,
bayes(rho=0.177),20,mover_1500km_plus,431,2151.17724609375,3898.837158203125,0.060324825986078884,-10.001896080260055,13.723110348478162,408579.5,0.3851508120649652,,,1611966.625,0.7006960556844548,,,3635204.75,0.8793503480278422,,
net,30,all,6000,146.865234375,1780.5703369140635,0.506,-7.6499191886632225,11.677592883228593,68718.328125,0.6505,,,326433.453125,0.8461666666666666,,,1849441.875,0.9606666666666667,,
net,30,stayer,5137,117.55490112304688,1023.0382324218767,0.585750437998832,-7.079211344548274,11.68173221864592,68877.4609375,0.7492700019466615,0.7372338227284406,0.7609336368563869,326778.46875,0.954642787619233,0.9486046084864772,0.9600014843369236,1851984.5,0.9945493478684057,0.9921334505402692,0.9962261207797263
net,30,mover,863,1503.5382080078125,3455.6541015625007,0.031286210892236384,-11.047052670955802,11.665046892894345,68038.953125,0.06257242178447277,0.048271829783554474,0.08075012763057977,324555.84375,0.20046349942062572,0.17510634051767465,0.228475582638759,1842062.25,0.7589803012746235,0.7293368109487984,0.7863283347940918
net,30,mover_0_500km,113,298.9889221191406,708.2477294921874,0.23008849557522124,-8.685179024899872,11.450833055944821,56442.65234375,0.3274336283185841,,,261390.203125,0.6106194690265486,,,1704388.375,0.9823008849557522,,
net,30,mover_500_1500km,319,1023.093505859375,1517.9204833984375,0.003134796238244514,-11.26955591706207,11.76552508337155,77970.8828125,0.03761755485893417,,,348269.625,0.14420062695924765,,,1846644.625,0.7366771159874608,,
net,30,mover_1500km_plus,431,2537.845703125,3794.322998046875,0.0,-11.501607628024061,11.647091230034412,65037.37109375,0.01160092807424594,,,313809.96875,0.1345707656612529,,,1850029.875,0.7169373549883991,,
net+mix,30,all,6000,147.2088851928711,1767.0789062500014,0.5053333333333333,-7.684678855066685,12.2659821511489,97314.2890625,0.7093333333333334,,,628691.53125,0.8981666666666667,,,2539855.0,0.9756666666666667,,
net+mix,30,stayer,5137,117.55490112304688,1019.2088623046877,0.5851664395561612,-7.2083331477701,12.267523556528362,97533.4375,0.8133151644928946,0.802426662576692,0.823735403961207,629259.0625,0.9721627408993576,0.9672990996230277,0.9763207154671707,2539291.75,0.9943546817208487,0.9919041032596649,0.9960664267018107
net+mix,30,mover,863,1502.2572021484375,3448.089111328125,0.030127462340672075,-10.52012253801287,12.26126478664639,95378.2421875,0.09038238702201622,0.07302369880865812,0.11137169707451129,626206.9375,0.45770567786790267,0.42472629610924695,0.4910599328857621,2543911.0,0.8644264194669756,0.8399645736843315,0.8856581929203169
net+mix,30,mover_0_500km,113,297.18914794921875,708.2477294921874,0.21238938053097345,-8.61855899907903,12.083323223066495,81424.4296875,0.37168141592920356,,,503430.5,0.8141592920353983,,,2435161.75,0.9823008849557522,,
net+mix,30,mover_500_1500km,319,1023.093505859375,1517.9204833984375,0.006269592476489028,-10.71432561200403,12.333881690015168,106637.796875,0.06583072100313479,,,666786.5625,0.38557993730407525,,,2541026.25,0.8652037617554859,,
net+mix,30,mover_1500km_plus,431,2536.010009765625,3794.322998046875,0.0,-10.87493900969812,12.233563857699561,91424.515625,0.03480278422273782,,,616276.0,0.4176334106728538,,,2586801.75,0.8329466357308585,,
bayes(rho=0),30,all,6000,172.96593475341797,1885.076940917969,0.4695,-7.657045747047162,11.359901267704407,61605.494140625,0.5875,,,296600.515625,0.8165,,,996061.75,0.898,,
bayes(rho=0),30,stayer,5137,127.15557861328125,1273.9692626953129,0.5413665563558497,-6.798229865659141,11.352961064951517,61128.36328125,0.673155538251898,0.6602031528665421,0.6858491355369755,294279.21875,0.9203815456492116,0.9126607750634494,0.9274740386604357,994451.9375,0.9855947050807865,0.9819544480956335,0.9885092207324433
bayes(rho=0),30,mover,863,1488.83984375,3497.9781738281254,0.04171494785631518,-12.769139817371908,11.457332171975214,67918.546875,0.0776361529548088,0.06159556045632245,0.09742034279520584,307503.9375,0.1981460023174971,0.1729145838265981,0.2260528861240826,1011305.25,0.3765932792584009,0.344879717303565,0.4094006494900914
bayes(rho=0),30,mover_0_500km,113,316.10675048828125,1385.6489990234372,0.25663716814159293,-9.13037802715222,11.138480892775883,54884.25,0.22123893805309736,,,264511.6875,0.5398230088495575,,,855824.1875,0.7522123893805309,,
bayes(rho=0),30,mover_500_1500km,319,1013.0173950195312,1546.3604736328125,0.018808777429467086,-12.882313249968767,11.465881311512137,69768.3828125,0.08463949843260188,,,302509.53125,0.16614420062695925,,,972134.8125,0.3385579937304075,,
bayes(rho=0),30,mover_1500km_plus,431,2488.994873046875,3831.9892578125,0.002320185614849188,-13.639389834300973,11.503759887184259,68677.546875,0.03480278422273782,,,323271.0,0.13225058004640372,,,1061509.375,0.3062645011600928,,
bayes(rho=0)@cluster,30,all,6000,172.72298431396484,1873.1690551757822,0.4675,-7.738899921055934,11.427461070390345,64696.76171875,0.5788333333333333,,,311116.65625,0.8115,,,1040609.03125,0.9003333333333333,,
bayes(rho=0)@cluster,30,stayer,5137,127.20672607421875,1257.9095703125008,0.5400038933229512,-6.904790710766874,11.421082203760902,64108.37109375,0.6626435662838233,0.6495966673982375,0.6754473876452013,308805.71875,0.9135682304847187,0.9055714665482565,0.9209468996274296,1040715.9375,0.9859840373759003,0.9823868682742085,0.9888548832709081
bayes(rho=0)@cluster,30,mover,863,1498.572998046875,3491.1809570312503,0.03592120509849363,-12.703927746380264,11.513294181337386,70138.6484375,0.07995365005793743,0.06366394167535314,0.09996641478192811,319933.1875,0.20393974507531865,0.1783965607961779,0.23210704216888514,1040364.5,0.3904982618771727,0.3585023702441149,0.4234647157840592
bayes(rho=0)@cluster,30,mover_0_500km,113,311.8091125488281,975.1998168945311,0.23893805309734514,-9.043006784779074,11.162105216003724,56134.62109375,0.24778761061946902,,,274994.75,0.5486725663716814,,,869708.0625,0.7964601769911505,,
bayes(rho=0)@cluster,30,mover_500_1500km,319,1014.685791015625,1550.5579833984373,0.012539184952978056,-12.828397597018094,11.51775189618492,72965.9140625,0.08150470219435736,,,317793.3125,0.1724137931034483,,,1008858.3125,0.3448275862068966,,
bayes(rho=0)@cluster,30,mover_1500km_plus,431,2503.321044921875,3830.440673828125,0.0,-13.571626554518241,11.579765581110216,71511.40625,0.03480278422273782,,,334786.84375,0.1368909512761021,,,1104002.375,0.31786542923433875,,
bayes(rho=0)+mix,30,all,6000,174.78191375732422,1885.076940917969,0.4678333333333333,-7.473514852737153,12.060263479812578,89441.828125,0.6513333333333333,,,530472.03125,0.8736666666666667,,,2065722.0,0.965,,
bayes(rho=0)+mix,30,stayer,5137,127.52537536621094,1285.1243896484389,0.5394198948802803,-6.937312208119391,12.04959248646497,88876.3515625,0.7414833560443839,0.729333202301813,0.7532726029422155,528780.875,0.9647654272921938,0.9593661255935735,0.9694701178728657,2063740.375,0.9961066770488612,0.9939936891816726,0.9974782130064827
bayes(rho=0)+mix,30,mover,863,1484.090576171875,3489.4217773437517,0.04171494785631518,-10.66525643489409,12.11185808485447,96829.5859375,0.11471610660486674,0.09514013947686309,0.1377070150667121,549880.875,0.3314020857473928,0.3008041583558876,0.3634943709255867,2077814.0,0.779837775202781,0.7509855897277385,0.8062096348669278
bayes(rho=0)+mix,30,mover_0_500km,113,311.8091125488281,1385.6489990234372,0.25663716814159293,-8.80046510984634,11.834320586732828,80425.0078125,0.3185840707964602,,,490661.6875,0.6371681415929203,,,1859188.25,0.9469026548672567,,
bayes(rho=0)+mix,30,mover_500_1500km,319,1007.8284301757812,1529.0381347656248,0.018808777429467086,-10.790949540107663,12.11185808485447,101103.71875,0.11598746081504702,,,549880.875,0.26959247648902823,,,2019956.875,0.7711598746081505,,
bayes(rho=0)+mix,30,mover_1500km_plus,431,2490.718994140625,3831.9892578125,0.002320185614849188,-11.061138845955034,12.16327101422749,98194.8671875,0.060324825986078884,,,562429.375,0.29698375870069604,,,2134850.5,0.7424593967517401,,
bayes(rho=0.177),30,all,6000,904.3516845703125,3595.2711425781254,0.185,-8.764167003624706,13.753576367733109,418160.546875,0.6745,,,1619508.75,0.9085,,,3609843.0,0.9761666666666666,,
bayes(rho=0.177),30,stayer,5137,815.5374755859375,3512.1164062500006,0.2032314580494452,-8.599806102986726,13.75278385026745,417525.90625,0.7157874245668678,0.7032954149366376,0.7279569309827544,1618837.125,0.9338135098306405,0.9266856010152758,0.9402930664464877,3613037.0,0.9852053727856726,0.981522628708981,0.9881629574020557
bayes(rho=0.177),30,mover,863,1403.660888671875,3840.1451660156254,0.07647740440324449,-9.742523836275122,13.759069085087749,421860.5625,0.4287369640787949,0.3961054935372625,0.46200007038583485,1624999.625,0.7578215527230591,0.7281368749761303,0.7852210441638832,3590313.0,0.9223638470451911,0.9025796572047942,0.9384044395436775
bayes(rho=0.177),30,mover_0_500km,113,420.2216491699219,2188.5932373046867,0.23008849557522124,-8.761873631285201,13.700776953391472,409847.4375,0.6283185840707964,,,1575409.75,0.9203539823008849,,,3551868.25,1.0,,
bayes(rho=0.177),30,mover_500_1500km,319,1078.461669921875,2182.2965820312497,0.050156739811912224,-9.787616891132286,13.789045666995017,436078.71875,0.3981191222570533,,,1639783.875,0.7554858934169278,,,3538756.0,0.9561128526645768,,
bayes(rho=0.177),30,mover_1500km_plus,431,2181.83251953125,3909.48876953125,0.05568445475638051,-9.966256524591655,13.746539457050952,418918.75,0.3990719257540603,,,1624999.625,0.7169373549883991,,,3634567.75,0.877030162412993,,
